case,sample,LB,unit,fq1,fq2,PL
ctMSI-CRC-0068,T,ctMSI-CRC-0068-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S019_SZ20190223018PES-d_ffpedna_wesplus_25386_S19_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S019_SZ20190223018PES-d_ffpedna_wesplus_25386_S19_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0068,N,ctMSI-CRC-0068-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S021_SZ20190220026WHB-a_gdna_wesplus_25752_S14_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S021_SZ20190220026WHB-a_gdna_wesplus_25752_S14_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0069,T,ctMSI-CRC-0069-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S004_SZ20190220023PES-d_ffpedna_wesplus_20052_S4_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S004_SZ20190220023PES-d_ffpedna_wesplus_20052_S4_R2_001.fastq.gz,ILM
ctMSI-CRC-0069,N,ctMSI-CRC-0069-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190220024WHB-e_gdna_wesplus_20053_S5_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190220024WHB-e_gdna_wesplus_20053_S5_R2_001.fastq.gz,ILM
ctMSI-CRC-0070,N,ctMSI-CRC-0070-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S099_SZ20190216005WHB-6_gdna_wesplus_25830_S19_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S099_SZ20190216005WHB-6_gdna_wesplus_25830_S19_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0070,T,ctMSI-CRC-0070-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190216004PES-7_ffpedna_wesplus_26470_S5_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190216004PES-7_ffpedna_wesplus_26470_S5_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0071,N,ctMSI-CRC-0071-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_20180826006-b_gdna_wesplus_10048_S23_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_20180826006-b_gdna_wesplus_10048_S23_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0071,T,ctMSI-CRC-0071-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190213034PES-4_ffpedna_wesplus_25736_S59_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190213034PES-4_ffpedna_wesplus_25736_S59_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0072,N,ctMSI-CRC-0072-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S028_SZ20190108004WHB-4_gdna_wesplus_20229_S13_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S028_SZ20190108004WHB-4_gdna_wesplus_20229_S13_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0072,T,ctMSI-CRC-0072-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S009_SZ20190201235PES-6_ffpedna_wesplus_25740_S2_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S009_SZ20190201235PES-6_ffpedna_wesplus_25740_S2_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0073,T,ctMSI-CRC-0073-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S026_20180929014-9_ffpedna_wesplus_11889_S1_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S026_20180929014-9_ffpedna_wesplus_11889_S1_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0073,N,ctMSI-CRC-0073-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S029_20180929013-d_gdna_wesplus_11892_S4_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S029_20180929013-d_gdna_wesplus_11892_S4_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0073,T1,ctMSI-CRC-0073-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S137_SZ20190131015PES-7_ffpedna_wesplus_21516_S33_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S137_SZ20190131015PES-7_ffpedna_wesplus_21516_S33_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0074,N,ctMSI-CRC-0074-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S077_20180823011-6_gdna_wesplus_10047_S22_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S077_20180823011-6_gdna_wesplus_10047_S22_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0074,T,ctMSI-CRC-0074-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S135_SZ20190131013PES-5_ffpedna_wesplus_21514_S31_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S135_SZ20190131013PES-5_ffpedna_wesplus_21514_S31_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0075,T,ctMSI-CRC-0075-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S127_SZ20190126026PES-3_ffpedna_wesplus_21506_S23_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S127_SZ20190126026PES-3_ffpedna_wesplus_21506_S23_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0075,N,ctMSI-CRC-0075-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S082_20180808002-b_gdna_wesplus_25813_S2_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S082_20180808002-b_gdna_wesplus_25813_S2_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0076,N,ctMSI-CRC-0076-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S014_SZ20190126025WHB-d_gdna_wesplus_22114_S14_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S014_SZ20190126025WHB-d_gdna_wesplus_22114_S14_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0076,T,ctMSI-CRC-0076-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S080_SZ20190126024PES-e_ffpedna_wesplus_24272_S15_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S080_SZ20190126024PES-e_ffpedna_wesplus_24272_S15_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0077,N,ctMSI-CRC-0077-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S009_20180922004-3_gdna_wesplus_12545_S9_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S009_20180922004-3_gdna_wesplus_12545_S9_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0077,T,ctMSI-CRC-0077-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S126_SZ20190124012PES-2_ffpedna_wesplus_21505_S22_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S126_SZ20190124012PES-2_ffpedna_wesplus_21505_S22_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0078,T,ctMSI-CRC-0078-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S051_20180823009-5_ffpedna_wesplus_9864_S20_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S051_20180823009-5_ffpedna_wesplus_9864_S20_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0078,N,ctMSI-CRC-0078-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S027_20180808005-1_gdna_wesplus_12823_S27_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S027_20180808005-1_gdna_wesplus_12823_S27_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0078,T1,ctMSI-CRC-0078-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S170_SZ20190124003PES-6_ffpedna_wesplus_22287_S76_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S170_SZ20190124003PES-6_ffpedna_wesplus_22287_S76_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0079,T,ctMSI-CRC-0079-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S038_20180922003-4_ffpedna_wesplus_12293_S22_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S038_20180922003-4_ffpedna_wesplus_12293_S22_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0079,N,ctMSI-CRC-0079-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S008_20180921008-f_gdna_wesplus_12544_S8_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S008_20180921008-f_gdna_wesplus_12544_S8_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0079,T1,ctMSI-CRC-0079-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S087_SZ20190119013PES-7_ffpedna_wesplus_26440_S12_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S087_SZ20190119013PES-7_ffpedna_wesplus_26440_S12_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0080,T,ctMSI-CRC-0080-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S158_SZ20190111022PES-7_ffpedna_wesplus_22275_S64_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S158_SZ20190111022PES-7_ffpedna_wesplus_22275_S64_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0080,N,ctMSI-CRC-0080-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S047_SZ20190111023WHB-2_gdna_wesplus_31049_S46_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S047_SZ20190111023WHB-2_gdna_wesplus_31049_S46_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0081,N,ctMSI-CRC-0081-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S036_20180828007-0_gdna_wesplus_11075_S9_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S036_20180828007-0_gdna_wesplus_11075_S9_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0081,T,ctMSI-CRC-0081-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S159_SZ20190111020PES-9_ffpedna_wesplus_22276_S65_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S159_SZ20190111020PES-9_ffpedna_wesplus_22276_S65_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0082,T,ctMSI-CRC-0082-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S030_20180831013-e_ffpedna_wesplus_11069_S3_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S030_20180831013-e_ffpedna_wesplus_11069_S3_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0082,N,ctMSI-CRC-0082-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_20181204026-b_gdna_wesplus_17119_S5_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_20181204026-b_gdna_wesplus_17119_S5_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0083,N,ctMSI-CRC-0083-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S034_20180828009-d_gdna_wesplus_11073_S7_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S034_20180828009-d_gdna_wesplus_11073_S7_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0083,T,ctMSI-CRC-0083-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20181214003PES-2_ffpedna_wesplus_17575_S5_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20181214003PES-2_ffpedna_wesplus_17575_S5_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0084,T,ctMSI-CRC-0084-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S033_SZ20181214002PES-3_ffpedna_wesplus_17258_S24_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S033_SZ20181214002PES-3_ffpedna_wesplus_17258_S24_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0084,N,ctMSI-CRC-0084-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S006_SZ20181212005WHB-e_gdna_wesplus_17720_S6_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S006_SZ20181212005WHB-e_gdna_wesplus_17720_S6_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0085,T,ctMSI-CRC-0085-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S019_20181111039-5_ffpedna_wesplus_14894_S8_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S019_20181111039-5_ffpedna_wesplus_14894_S8_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0085,N,ctMSI-CRC-0085-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S034_20181111040-4_gdna_wesplus_14909_S11_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S034_20181111040-4_gdna_wesplus_14909_S11_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0086,T,ctMSI-CRC-0086-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S022_20181024033-5_ffpedna_wesplus_14107_S5_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S022_20181024033-5_ffpedna_wesplus_14107_S5_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0086,N,ctMSI-CRC-0086-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S049_BJ20190424046DNA-c_gdna_wesplus_25416_S27_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S049_BJ20190424046DNA-c_gdna_wesplus_25416_S27_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0087,N,ctMSI-CRC-0087-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S028_20180929015-e_gdna_wesplus_11891_S3_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S028_20180929015-e_gdna_wesplus_11891_S3_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0087,T,ctMSI-CRC-0087-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S025_20181009001-0_ffpedna_wesplus_12435_S25_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S025_20181009001-0_ffpedna_wesplus_12435_S25_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0088,N,ctMSI-CRC-0088-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S041_SZ20191009003SAL-a_saldna_wesplus_34376_S41_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S041_SZ20191009003SAL-a_saldna_wesplus_34376_S41_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0088,T,ctMSI-CRC-0088-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S075_SZ20191009004PPS-f_ffpedna_wesplus_34551_S43_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S075_SZ20191009004PPS-f_ffpedna_wesplus_34551_S43_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0089,N,ctMSI-CRC-0089-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S072_SZ20191012005WHB-3_gdna_wesplus_34548_S40_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S072_SZ20191012005WHB-3_gdna_wesplus_34548_S40_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0089,T,ctMSI-CRC-0089-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S074_SZ20191012006PPS-2_ffpedna_wesplus_34550_S42_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S074_SZ20191012006PPS-2_ffpedna_wesplus_34550_S42_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0090,T,ctMSI-CRC-0090-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S084_SZ20191016005PES-9_ffpedna_wesplus_34718_S39_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S084_SZ20191016005PES-9_ffpedna_wesplus_34718_S39_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0090,N,ctMSI-CRC-0090-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S091_SZ20191016006WHB-8_gdna_wesplus_34725_S46_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S091_SZ20191016006WHB-8_gdna_wesplus_34725_S46_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0091,T,ctMSI-CRC-0091-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S085_SZ20191107049PPS-5_ffpedna_wesplus_35785_S39_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S085_SZ20191107049PPS-5_ffpedna_wesplus_35785_S39_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0091,N,ctMSI-CRC-0091-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S113_SZ20191107048WHB-5_gdna_wesplus_35813_S25_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191118XJ/S113_SZ20191107048WHB-5_gdna_wesplus_35813_S25_L004_R2_001.fastq.gz,ILM
